foodcategory,fooditem,per100grams,cals_per100grams,kj_per100grams
cerealproducts,tortilla,100g,237,995
cerealproducts,tortillachips,100g,499,2096
cerealproducts,wheatbran,100g,216,907
cerealproducts,wheatgerm,100g,382,1604
cerealproducts,wheatgluten,100g,325,1365
cerealproducts,wheatsemolina,100g,360,1512
cerealproducts,wheatstarch,100g,351,1474
cerealproducts,wholegrainwheat,100g,339,1424
cerealproducts,wholegrainoat,100g,375,1575
oatmealmueslicereals,branflakes,100g,356,1495
oatmealmueslicereals,capncrunch,100g,404,1697
oatmealmueslicereals,cheerios,100g,347,1457
oatmealmueslicereals,chex,100g,387,1625
oatmealmueslicereals,chocolatecheerios,100g,367,1541
oatmealmueslicereals,chocos,100g,380,1596
oatmealmueslicereals,cinnamontoastcrunch,100g,433,1819
oatmealmueslicereals,cocopops,100g,376,1579
oatmealmueslicereals,cocoakrispies,100g,386,1621
oatmealmueslicereals,cocoapebbles,100g,367,1541
oatmealmueslicereals,cocoapuffs,100g,400,1680
oatmealmueslicereals,cookiecrisp,100g,400,1680
oatmealmueslicereals,cornflakes,100g,357,1499
oatmealmueslicereals,cornpops,100g,377,1583
oatmealmueslicereals,countchocula,100g,407,1709
oatmealmueslicereals,cracklinoatbran,100g,402,1688
oatmealmueslicereals,creamofwheat,100g,364,1529
oatmealmueslicereals,crunchynut,100g,600,2520
oatmealmueslicereals,crunchynutcornflakes,100g,600,2520
oatmealmueslicereals,fiberone,100g,267,1121
oatmealmueslicereals,frootloops,100g,379,1592
oatmealmueslicereals,frostedcheerios,100g,393,1651
oatmealmueslicereals,frostedflakes,100g,367,1541
oatmealmueslicereals,frostedminiwheats,100g,353,1483
oatmealmueslicereals,frosties,100g,367,1541
oatmealmueslicereals,fruitypebbles,100g,400,1680
oatmealmueslicereals,goldengrahams,100g,400,1680
oatmealmueslicereals,grapenuts,100g,362,1520
oatmealmueslicereals,honeynutcheerios,100g,393,1651
oatmealmueslicereals,honeysmacks,100g,370,1554
oatmealmueslicereals,honeycomb,100g,397,1667
oatmealmueslicereals,justright,100g,391,1642
oatmealmueslicereals,kashi,100g,377,1583
oatmealmueslicereals,kelloggscornflakes,100g,357,1499
oatmealmueslicereals,kix,100g,367,1541
oatmealmueslicereals,krave,100g,372,1562
oatmealmueslicereals,lifecereal,100g,375,1575
oatmealmueslicereals,luckycharms,100g,406,1705
oatmealmueslicereals,maltomeal,100g,51,214
oatmealmueslicereals,miniwheats,100g,353,1483
oatmealmueslicereals,muesli,100g,336,1411
oatmealmueslicereals,multigraincheerios,100g,380,1596
oatmealmueslicereals,nutrigrain,100g,351,1474
oatmealmueslicereals,oatibix,100g,421,1768
oatmealmueslicereals,oatmeal,100g,375,1575
oatmealmueslicereals,peanutbuttertoastcrunch,100g,431,1810
oatmealmueslicereals,postraisinbran,100g,322,1352
oatmealmueslicereals,postshreddedwheat,100g,347,1457
oatmealmueslicereals,puff,100g,367,1541
oatmealmueslicereals,puffedrice,100g,383,1609
oatmealmueslicereals,puffedwheat,100g,367,1541
oatmealmueslicereals,quakergrits,100g,344,1445
oatmealmueslicereals,quakeroatmeal,100g,375,1575
oatmealmueslicereals,quakeroatmealsquares,100g,400,1680
oatmealmueslicereals,raisinbran,100g,322,1352
oatmealmueslicereals,raisinbrancrunch,100g,355,1491
oatmealmueslicereals,raisinnutbran,100g,367,1541
oatmealmueslicereals,readybrek,100g,359,1508
oatmealmueslicereals,ricechex,100g,387,1625
oatmealmueslicereals,ricekrispies,100g,394,1655
oatmealmueslicereals,scooters,100g,367,1541
oatmealmueslicereals,shreddedwheat,100g,340,1428
oatmealmueslicereals,shreddies,100g,351,1474
oatmealmueslicereals,smartstart,100g,371,1558
oatmealmueslicereals,specialk,100g,377,1583
oatmealmueslicereals,specialkchocolateydelight,100g,388,1630
oatmealmueslicereals,specialkproteinplus,100g,375,1575
oatmealmueslicereals,specialkredberries,100g,345,1449
oatmealmueslicereals,sugarpuffs,100g,379,1592
oatmealmueslicereals,toasties,100g,361,1516
oatmealmueslicereals,trix,100g,400,1680
oatmealmueslicereals,weetbix,100g,353,1483
oatmealmueslicereals,weetabix,100g,358,1504
oatmealmueslicereals,weetos,100g,378,1588
oatmealmueslicereals,wheaties,100g,367,1541
pastanoodles,cannelloni,100g,146,613
pastanoodles,capellini,100g,353,1483
pastanoodles,cappelletti,100g,164,689
pastanoodles,cellophanenoodles,100g,351,1474
pastanoodles,cheesetortellini,100g,291,1222
pastanoodles,dampfnudel,100g,274,1151
pastanoodles,dumplingdough,100g,99,416
pastanoodles,durumwheatsemolina,100g,397,1667
pastanoodles,eggnoodles,100g,384,1613
pastanoodles,farfalle,100g,358,1504
pastanoodles,fettuccine,100g,353,1483
pastanoodles,fusilli,100g,352,1478
pastanoodles,glassnoodles,100g,192,806
pastanoodles,lasagnesheets,100g,271,1138
pastanoodles,linguine,100g,357,1499
pastanoodles,lowcarbpasta,100g,282,1184
pastanoodles,macaroni,100g,370,1554
pastanoodles,manicotti,100g,357,1499
pastanoodles,mostaccioli,100g,184,773
pastanoodles,orecchiette,100g,370,1554
pastanoodles,orzo,100g,357,1499
pastanoodles,penne,100g,351,1474
pastanoodles,pennerigate,100g,370,1554
pastanoodles,pierogi,100g,200,840
pastanoodles,ravioli,100g,77,323
pastanoodles,rigatoni,100g,353,1483
pastanoodles,rotini,100g,353,1483
pastanoodles,shells,100g,353,1483
pastanoodles,shiratakinoodles,100g,18,76
pastanoodles,soynoodles,100g,216,907
pastanoodles,spaetzle,100g,368,1546
pastanoodles,spaghetti,100g,370,1554
pastanoodles,spinachtortellini,100g,314,1319
pastanoodles,spirelli,100g,367,1541
pastanoodles,tagliatelle,100g,370,1554
pastanoodles,tortellini,100g,291,1222
pastanoodles,vermicelli,100g,368,1546
pastanoodles,wholegrainnoodles,100g,347,1457
pastanoodles,wholegrainspaghetti,100g,351,1474
pastanoodles,ziti,100g,352,1478
dishesmeals,babybackribs,100g,259,1088
dishesmeals,baconandeggs,100g,252,1058
dishesmeals,bakedbeans,100g,94,395
dishesmeals,bakedchicken,100g,164,689
dishesmeals,bbqribs,100g,255,1071
dishesmeals,beefstew,100g,95,399
dishesmeals,biryani,100g,176,739
dishesmeals,blackpudding,100g,253,1063
dishesmeals,blackrice,100g,323,1357
dishesmeals,blt,100g,247,1037
dishesmeals,brownrice,100g,362,1520
dishesmeals,burrito,100g,163,685
dishesmeals,butterchicken,100g,140,588
dishesmeals,californiaroll,100g,93,391
dishesmeals,chickencaesarsalad,100g,127,533
dishesmeals,chickenfriedsteak,100g,151,634
dishesmeals,chickenmarsala,100g,96,403
dishesmeals,chickenparmesan,100g,110,462
dishesmeals,chickenpotpie,100g,223,937
dishesmeals,chickentikkamasala,100g,81,340
dishesmeals,chiliconcarne,100g,105,441
dishesmeals,chimichanga,100g,232,974
dishesmeals,cobbsalad,100g,118,496
dishesmeals,collardgreens,100g,28,118
dishesmeals,corndog,100g,250,1050
dishesmeals,cornedbeefhash,100g,164,689
dishesmeals,cottagepie,100g,139,584
dishesmeals,dal,100g,330,1386
dishesmeals,deviledeggs,100g,201,844
dishesmeals,dimsum,100g,193,811
dishesmeals,dosa,100g,66,277
dishesmeals,enchiladas,100g,168,706
dishesmeals,fajita,100g,117,491
dishesmeals,fishandchips,100g,195,819
dishesmeals,friedrice,100g,186,781
dishesmeals,friedshrimp,100g,277,1163
dishesmeals,grilledcheesesandwich,100g,288,1210
dishesmeals,hamandcheesesandwich,100g,241,1012
dishesmeals,hummus,100g,177,743
dishesmeals,jambalaya,100g,100,420
dishesmeals,kebab,100g,215,903
dishesmeals,lasagne,100g,132,554
dishesmeals,macandcheese,100g,370,1554
dishesmeals,macaroniandcheese,100g,370,1554
dishesmeals,mashedpotatoes,100g,83,349
dishesmeals,meatpie,100g,242,1016
dishesmeals,meatloaf,100g,254,1067
dishesmeals,naan,100g,310,1302
dishesmeals,orangechicken,100g,259,1088
dishesmeals,padthai,100g,150,630
dishesmeals,paella,100g,156,655
dishesmeals,paratha,100g,325,1365
dishesmeals,peasoup,100g,75,315
dishesmeals,peanutbuttersandwich,100g,408,1714
dishesmeals,pekingduck,100g,225,945
dishesmeals,phillycheesesteak,100g,250,1050
dishesmeals,pizza,100g,267,1121
dishesmeals,porkchop,100g,225,945
dishesmeals,potatosalad,100g,143,601
dishesmeals,pulledporksandwich,100g,211,886
dishesmeals,ramen,100g,447,1877
dishesmeals,ravioli,100g,203,853
dishesmeals,reubensandwich,100g,208,874
dishesmeals,roastbeef,100g,111,466
dishesmeals,roastdinner,100g,198,832
dishesmeals,samosa,100g,214,899
dishesmeals,sausageroll,100g,350,1470
dishesmeals,sausagerolls,100g,297,1247
dishesmeals,shepherdspie,100g,70,294
dishesmeals,shrimpcocktail,100g,464,1949
dishesmeals,sloppyjoe,100g,71,298
dishesmeals,sloppyjoes,100g,154,647
dishesmeals,spaghettibolognese,100g,132,554
dishesmeals,springroll,100g,250,1050
dishesmeals,springrolls,100g,250,1050
dishesmeals,taco,100g,217,911
dishesmeals,tandoorichicken,100g,113,475
dishesmeals,yorkshirepudding,100g,553,2323
soups,alphabetsoup,100g,25,105
soups,beanstew,100g,133,559
soups,beefbouillon,100g,3,13
soups,beefnoodlesoup,100g,34,143
soups,beefsoup,100g,33,139
soups,bouillon,100g,16,67
soups,broccolicheesesoup,100g,87,365
soups,broccolisoup,100g,87,365
soups,cabbagesoup,100g,28,118
soups,carrotgingersoup,100g,25,105
soups,carrotsoup,100g,25,105
soups,chickenbouillon,100g,4,17
soups,chickenbroth,100g,16,67
soups,chickengumbosoup,100g,23,97
soups,chickennoodlesoup,100g,25,105
soups,chickenstock,100g,16,67
soups,chickenvegetablesoup,100g,31,130
soups,chickenwithricesoup,100g,24,101
soups,creamofasparagussoup,100g,35,147
soups,creamofbroccolisoup,100g,45,189
soups,creamofcelerysoup,100g,37,155
soups,creamofchickensoup,100g,48,202
soups,creamofmushroomsoup,100g,39,164
soups,creamofonionsoup,100g,44,185
soups,creamofpotatosoup,100g,30,126
soups,creamychickennoodlesoup,100g,23,97
soups,frenchonionsoup,100g,23,97
soups,goldenmushroomsoup,100g,65,273
soups,goulash,100g,1009,4238
soups,instantramen,100g,436,1831
soups,lentilsoup,100g,56,235
soups,lobsterbisquesoup,100g,100,420
soups,meatballsoup,100g,49,206
soups,minestrone,100g,34,143
soups,mushroomsoup,100g,35,147
soups,noodlesoup,100g,34,143
soups,onionsoup,100g,23,97
soups,oxtailsoup,100g,28,118
soups,peasoup,100g,75,315
soups,potatosoup,100g,80,336
soups,pumpkinsoup,100g,29,122
soups,ramen,100g,436,1831
soups,scotchbroth,100g,33,139
soups,succotash,100g,115,483
soups,thaisoup,100g,60,252
soups,tomatoricesoup,100g,47,197
soups,tomatosoup,100g,30,126
soups,vegetablebeefsoup,100g,31,130
soups,vegetablebroth,100g,5,21
soups,vegetablesoup,100g,28,118
soups,vegetablestock,100g,5,21
soups,weddingsoup,100g,53,223
legumes,azukibean,100g,124,521
legumes,bambooshoots,100g,27,113
legumes,beancurd,100g,76,319
legumes,beansprouts,100g,30,126
legumes,bengalgram,100g,364,1529
legumes,blackbeans,100g,341,1432
legumes,blackchickpeas,100g,364,1529
legumes,blackgram,100g,341,1432
legumes,brownlentil,100g,353,1483
legumes,butternut,100g,612,2570
legumes,chickpeas,100g,364,1529
legumes,chilibean,100g,97,407
legumes,dal,100g,230,966
legumes,deepfriedtofu,100g,271,1138
legumes,extrafirmtofu,100g,91,382
legumes,firmtofu,100g,70,294
legumes,flageolet,100g,85,357
legumes,friedbeancurd,100g,271,1138
legumes,greenbeans,100g,31,130
legumes,greengram,100g,347,1457
legumes,greenlentil,100g,257,1079
legumes,kidneybeans,100g,337,1415
legumes,lentils,100g,353,1483
legumes,limabeans,100g,71,298
legumes,marron,100g,210,882
legumes,miso,100g,199,836
legumes,mungbeans,100g,12,50
legumes,natto,100g,212,890
legumes,navybean,100g,337,1415
legumes,okara,100g,77,323
legumes,okra,100g,33,139
legumes,peanuts,100g,567,2381
legumes,peas,100g,42,176
legumes,pecan,100g,691,2902
legumes,pintobeans,100g,347,1457
legumes,puylentils,100g,345,1449
legumes,rajma,100g,140,588
legumes,redbeans,100g,124,521
legumes,redkidneybean,100g,337,1415
legumes,redlentils,100g,329,1382
legumes,refriedbeans,100g,91,382
legumes,roastedsoybeans,100g,471,1978
legumes,silkentofu,100g,55,231
legumes,softtofu,100g,61,256
legumes,soycheese,100g,235,987
legumes,soymayonnaise,100g,322,1352
legumes,soynutbutter,100g,562,2360
legumes,soynuts,100g,471,1978
legumes,soyyogurt,100g,66,277
legumes,soyacheese,100g,235,987
legumes,soybeans,100g,147,617
legumes,soynutbutter,100g,562,2360
legumes,sugarpeas,100g,42,176
legumes,sweetpeas,100g,48,202
legumes,tempeh,100g,193,811
legumes,texturedsoyprotein,100g,571,2398
legumes,texturedvegetableprotein,100g,333,1399
legumes,tofu,100g,76,319
legumes,whitebeans,100g,336,1411
legumes,yambean,100g,38,160
legumes,yellowlentils,100g,304,1277
legumes,yuba,100g,176,739
nutsseeds,acorn,100g,387,1625
nutsseeds,alfalfasprouts,100g,23,97
nutsseeds,almonds,100g,575,2415
nutsseeds,beechnut,100g,576,2419
nutsseeds,brazilnuts,100g,656,2755
nutsseeds,breadfruit,100g,191,802
nutsseeds,butternut,100g,612,2570
nutsseeds,cashew,100g,553,2323
nutsseeds,chestnut,100g,213,895
nutsseeds,chiaseeds,100g,486,2041
nutsseeds,coconut,100g,354,1487
nutsseeds,cottonseeds,100g,506,2125
nutsseeds,flaxseed,100g,534,2243
nutsseeds,ginkgonuts,100g,182,764
nutsseeds,goabean,100g,409,1718
nutsseeds,hazelnut,100g,628,2638
nutsseeds,hickorynuts,100g,657,2759
nutsseeds,limabeans,100g,71,298
nutsseeds,lotusseed,100g,89,374
nutsseeds,macadamianuts,100g,718,3016
nutsseeds,peanuts,100g,567,2381
nutsseeds,peas,100g,81,340
nutsseeds,pecannuts,100g,691,2902
nutsseeds,pecans,100g,691,2902
nutsseeds,pilinuts,100g,719,3020
nutsseeds,pinenuts,100g,673,2827
nutsseeds,pintobeans,100g,347,1457
nutsseeds,pistachios,100g,562,2360
nutsseeds,poppyseeds,100g,525,2205
nutsseeds,pumpkinseeds,100g,559,2348
nutsseeds,radishseeds,100g,43,181
nutsseeds,safflowerseeds,100g,517,2171
nutsseeds,sesameseeds,100g,573,2407
nutsseeds,smokedalmonds,100g,575,2415
nutsseeds,soybeans,100g,147,617
nutsseeds,sunflowerseeds,100g,584,2453
nutsseeds,sweetchestnut,100g,194,815
nutsseeds,walnuts,100g,654,2747
nutsseeds,watermelon,100g,30,126
oilsfats,almondoil,100ml,882,3704
oilsfats,avocadooil,100ml,857,3599
oilsfats,butter,100g,720,3024
oilsfats,canolaoil,100ml,884,3713
oilsfats,coconutoil,100ml,857,3599
oilsfats,codliveroil,100ml,1000,4200
oilsfats,cornoil,100ml,800,3360
oilsfats,cottonseedoil,100ml,882,3704
oilsfats,flaxseedoil,100ml,884,3713
oilsfats,ghee,100g,120,504
oilsfats,goosefat,100g,898,3772
oilsfats,grapeseedoil,100ml,884,3713
oilsfats,hempoil,100ml,807,3389
oilsfats,herringoil,100ml,902,3788
oilsfats,icantbelieveitsnotbutter,100g,357,1499
oilsfats,lard,100g,902,3788
oilsfats,macadamiaoil,100ml,819,3440
oilsfats,margarine,100g,717,3011
oilsfats,mustardoil,100ml,884,3713
oilsfats,oliveoil,100ml,884,3713
oilsfats,palmoil,100ml,882,3704
oilsfats,peanutoil,100ml,857,3599
oilsfats,realbutter,100g,720,3024
oilsfats,ricebranoil,100ml,889,3734
oilsfats,saffloweroil,100ml,857,3599
oilsfats,sardineoil,100ml,902,3788
oilsfats,sesameoil,100ml,884,3713
oilsfats,soybeanoil,100ml,889,3734
oilsfats,sunfloweroil,100ml,884,3713
oilsfats,walnutoil,100ml,889,3734
vegetableoils,almondoil,100ml,882,3704
vegetableoils,apricotkerneloil,100ml,889,3734
vegetableoils,arganoil,100ml,896,3763
vegetableoils,avocadooil,100ml,857,3599
vegetableoils,babassuoil,100ml,884,3713
vegetableoils,canolaoil,100ml,884,3713
vegetableoils,coconutoil,100ml,857,3599
vegetableoils,cornoil,100ml,800,3360
vegetableoils,cottonseedoil,100ml,882,3704
vegetableoils,flaxseedoil,100ml,884,3713
vegetableoils,grapeseedoil,100ml,884,3713
vegetableoils,hazelnutoil,100ml,889,3734
vegetableoils,linseedoil,100ml,837,3515
vegetableoils,menhadenoil,100ml,911,3826
vegetableoils,mustardoil,100ml,884,3713
vegetableoils,oatoil,100ml,884,3713
vegetableoils,oliveoil,100ml,800,3360
vegetableoils,palmkerneloil,100ml,882,3704
vegetableoils,palmoil,100ml,882,3704
vegetableoils,peanutoil,100ml,857,3599
vegetableoils,poppyseedoil,100ml,884,3713
vegetableoils,pumpkinseedoil,100ml,880,3696
vegetableoils,ricebranoil,100ml,889,3734
vegetableoils,saffloweroil,100ml,857,3599
vegetableoils,salmonoil,100ml,911,3826
vegetableoils,sesameoil,100ml,889,3734
vegetableoils,sheaoil,100ml,884,3713
vegetableoils,soyoil,100ml,882,3704
vegetableoils,sunfloweroil,100ml,884,3713
vegetableoils,tomatoseedoil,100ml,884,3713
vegetableoils,vegetableoil,100ml,800,3360
vegetableoils,walnutoil,100ml,889,3734
vegetableoils,wheatgermoil,100ml,929,3902
bakingingredients,agaragar,100g,26,109
bakingingredients,agavesyrup,100ml,310,1302
bakingingredients,allpurposeflour,100ml,364,1529
bakingingredients,almondextract,100ml,258,1084
bakingingredients,almonds,100g,529,2222
bakingingredients,applepiefilling,100g,100,420
bakingingredients,bakingpowder,100g,53,223
bakingingredients,bakingsoda,100g,0,0
bakingingredients,breadflour,100g,361,1516
bakingingredients,brittle,100g,592,2486
bakingingredients,brownsugar,100g,395,1659
bakingingredients,buttermilk,100ml,62,260
bakingingredients,butterscotchchips,100g,539,2264
bakingingredients,cakeflour,100g,362,1520
bakingingredients,candiedorangepeel,100g,97,407
bakingingredients,canesugar,100g,387,1625
bakingingredients,chocolatechips,100g,467,1961
bakingingredients,chocolatesprinkles,100g,500,2100
bakingingredients,cocoapowder,100g,228,958
bakingingredients,coconutflakes,100g,456,1915
bakingingredients,coconutmilk,100ml,50,210
bakingingredients,cornflour,100g,361,1516
bakingingredients,cornsyrup,100ml,281,1180
bakingingredients,cornmeal,100g,362,1520
bakingingredients,cornstarch,100g,381,1600
bakingingredients,couverture,100g,600,2520
bakingingredients,creamcheese,100g,54,227
bakingingredients,creamoftartar,100g,258,1084
bakingingredients,crystallizedginger,100g,335,1407
bakingingredients,custardpowder,100g,337,1415
bakingingredients,darkrum,100ml,216,907
bakingingredients,dextrose,100g,375,1575
bakingingredients,driedapricots,100g,241,1012
bakingingredients,driedcranberries,100g,308,1294
bakingingredients,driedfigs,100g,249,1046
bakingingredients,driedprunes,100g,107,449
bakingingredients,duckegg,100g,185,777
bakingingredients,egg,100g,97,407
bakingingredients,eggnog,100g,88,370
bakingingredients,eggwhite,100g,13,55
bakingingredients,eggyolk,100g,322,1352
bakingingredients,evaporatedmilk,100g,134,563
bakingingredients,flour,100g,364,1529
bakingingredients,fructose,100g,368,1546
bakingingredients,gelatin,100g,335,1407
bakingingredients,glucose,100g,286,1201
bakingingredients,glucosesyrup,100g,387,1625
bakingingredients,granulatedsugar,100g,387,1625
bakingingredients,groundcinnamon,100g,247,1037
bakingingredients,hazelnuts,100g,628,2638
bakingingredients,heavycream,100g,345,1449
bakingingredients,jaggery,100g,383,1609
bakingingredients,lemonpiefilling,100g,143,601
bakingingredients,maltpowder,100g,361,1516
bakingingredients,maltedmilk,100g,405,1701
bakingingredients,maltitol,100g,210,882
bakingingredients,maltodextrin,100g,375,1575
bakingingredients,maltose,100g,344,1445
bakingingredients,maplesyrup,100ml,270,1134
bakingingredients,molasses,100g,290,1218
bakingingredients,nonpareils,100g,475,1995
bakingingredients,peppermintextract,100ml,0,0
bakingingredients,poppyseeds,100g,525,2205
bakingingredients,powderedmilk,100g,496,2083
bakingingredients,powderedsugar,100g,389,1634
bakingingredients,proteinpowder,100g,411,1726
bakingingredients,raisins,100g,474,1991
bakingingredients,ricemilk,100ml,49,206
bakingingredients,rocksugar,100g,625,2625
bakingingredients,rolledoats,100g,384,1613
bakingingredients,rum,100ml,246,1033
bakingingredients,semolinaflour,100g,350,1470
bakingingredients,sesameseeds,100g,573,2407
bakingingredients,shreddedcoconut,100g,501,2104
bakingingredients,sorbitol,100g,375,1575
bakingingredients,soymilk,100ml,41,172
bakingingredients,soyproteinpowder,100g,338,1420
bakingingredients,sprinkles,100g,500,2100
bakingingredients,starch,100g,381,1600
bakingingredients,strawberrypreserves,100g,278,1168
bakingingredients,sucrose,100g,387,1625
bakingingredients,sugar,100g,405,1701
bakingingredients,sunflowerseeds,100g,117,491
bakingingredients,sweetenedcondensedmilk,100ml,321,1348
bakingingredients,sweetener,100g,360,1512
bakingingredients,unsaltedbutter,100g,717,3011
bakingingredients,vanillaextract,100ml,288,1210
bakingingredients,vanillasugar,100g,357,1499
bakingingredients,vegetableoil,100g,884,3713
bakingingredients,vegetableshortening,100g,884,3713
bakingingredients,walnuts,100g,131,550
bakingingredients,wholemilk,100ml,61,256
bakingingredients,wholewheatflour,100g,340,1428
bakingingredients,xylitol,100g,240,1008
bakingingredients,yeastdry,100g,325,1365
fishseafood,anchovy,100g,131,550
fishseafood,bluefish,100g,159,668
fishseafood,bream,100g,135,567
fishseafood,butterfish,100g,187,785
fishseafood,calamari,100g,175,735
fishseafood,carp,100g,162,680
fishseafood,caviar,100g,264,1109
fishseafood,clam,100g,148,622
fishseafood,cod,100g,105,441
fishseafood,crawfish,100g,82,344
fishseafood,crayfish,100g,87,365
fishseafood,eel,100g,236,991
fishseafood,fishfingers,100g,290,1218
fishseafood,fishsticks,100g,290,1218
fishseafood,flounder,100g,86,361
fishseafood,grouper,100g,118,496
fishseafood,haddock,100g,90,378
fishseafood,hake,100g,71,298
fishseafood,halibut,100g,111,466
fishseafood,herring,100g,203,853
fishseafood,hoki,100g,121,508
fishseafood,kipper,100g,217,911
fishseafood,ling,100g,109,458
fishseafood,lobster,100g,89,374
fishseafood,mackerel,100g,262,1100
fishseafood,milkfish,100g,190,798
fishseafood,monkfish,100g,97,407
fishseafood,mullet,100g,150,630
fishseafood,mussel,100g,172,722
fishseafood,octopus,100g,164,689
fishseafood,pickerel,100g,111,466
fishseafood,pickledherring,100g,262,1100
fishseafood,pike,100g,113,475
fishseafood,plaice,100g,91,382
fishseafood,pollack,100g,111,466
fishseafood,redsnapper,100g,128,538
fishseafood,redfish,100g,94,395
fishseafood,rollmops,100g,171,718
fishseafood,salmon,100g,206,865
fishseafood,sardines,100g,208,874
fishseafood,scallops,100g,111,466
fishseafood,scampi,100g,84,353
fishseafood,seabass,100g,124,521
fishseafood,shad,100g,252,1058
fishseafood,shark,100g,130,546
fishseafood,smelt,100g,124,521
fishseafood,sole,100g,86,361
fishseafood,squid,100g,92,386
fishseafood,sturgeon,100g,135,567
fishseafood,sushi,100g,150,630
fishseafood,swordfish,100g,172,722
fishseafood,triggerfish,100g,93,391
fishseafood,trout,100g,190,798
fishseafood,tuna,100g,132,554
fishseafood,tunasalad,100g,187,785
fishseafood,turbot,100g,122,512
fishseafood,wahoo,100g,167,701
fishseafood,whitefish,100g,172,722
fishseafood,whiting,100g,116,487
fishseafood,zander,100g,84,353
herbsspices,almondextract,100ml,374,1571
herbsspices,anise,100g,337,1415
herbsspices,aniseseed,100g,337,1415
herbsspices,arrowroot,100g,65,273
herbsspices,arugula,100g,25,105
herbsspices,balsamicvinegar,100ml,88,370
herbsspices,basil,100g,233,979
herbsspices,blackpepper,100g,251,1054
herbsspices,blacksesameseeds,100g,573,2407
herbsspices,broth,100g,100,420
herbsspices,capers,100g,23,97
herbsspices,carawayseeds,100g,333,1399
herbsspices,cardamom,100g,311,1306
herbsspices,cassava,100g,160,672
herbsspices,cayennepepper,100g,318,1336
herbsspices,chard,100g,19,80
herbsspices,chicorygreens,100g,23,97
herbsspices,chicoryroots,100g,72,302
herbsspices,chili,100g,282,1184
herbsspices,chilipowder,100g,282,1184
herbsspices,chives,100g,30,126
herbsspices,cidervinegar,100ml,21,88
herbsspices,cilantro,100g,23,97
herbsspices,cinnamon,100g,247,1037
herbsspices,cloves,100g,274,1151
herbsspices,coriander,100g,23,97
herbsspices,creamoftartar,100g,258,1084
herbsspices,cress,100g,32,134
herbsspices,crystallizedginger,100g,335,1407
herbsspices,cumin,100g,375,1575
herbsspices,cuminseed,100g,375,1575
herbsspices,curry,100g,325,1365
herbsspices,dandelion,100g,45,189
herbsspices,dill,100g,43,181
herbsspices,dillweed,100g,43,181
herbsspices,fennel,100g,31,130
herbsspices,fennelseed,100g,345,1449
herbsspices,fenugreek,100g,323,1357
herbsspices,garlic,100g,149,626
herbsspices,garlicpowder,100g,331,1390
herbsspices,garlicsalt,100g,0,0
herbsspices,ginger,100g,80,336
herbsspices,grapeleaves,100g,93,391
herbsspices,groundginger,100g,335,1407
herbsspices,horseradish,100g,48,202
herbsspices,hotpepper,100g,318,1336
herbsspices,iodizedsalt,100g,0,0
herbsspices,jalapeno,100g,13,55
herbsspices,juniper,100g,45,189
herbsspices,lemongrass,100g,99,416
herbsspices,licorice,100g,375,1575
herbsspices,maggi,100ml,104,437
herbsspices,marjoram,100g,271,1138
herbsspices,mincedonion,100g,40,168
herbsspices,mint,100g,70,294
herbsspices,mustardseed,100g,508,2134
herbsspices,nutmeg,100g,525,2205
herbsspices,okra,100g,33,139
herbsspices,onion,100g,40,168
herbsspices,onionpowder,100g,341,1432
herbsspices,orangepeel,100g,97,407
herbsspices,oregano,100g,265,1113
herbsspices,paprika,100g,282,1184
herbsspices,parsley,100g,36,151
herbsspices,parsnip,100g,75,315
herbsspices,pepper,100g,251,1054
herbsspices,poppyseed,100g,525,2205
herbsspices,poultryseasoning,100g,307,1289
herbsspices,pumpkinpiespice,100g,342,1436
herbsspices,redpepper,100g,251,1054
herbsspices,redwinevinegar,100g,19,80
herbsspices,rosemary,100g,131,550
herbsspices,saffron,100g,310,1302
herbsspices,sage,100g,315,1323
herbsspices,salt,100g,0,0
herbsspices,savory,100g,272,1142
herbsspices,seasalt,100g,0,0
herbsspices,serranopepper,100g,32,134
herbsspices,sesameseeds,100g,573,2407
herbsspices,stevia,100g,0,0
herbsspices,tamarind,100g,239,1004
herbsspices,taro,100g,112,470
herbsspices,tarragon,100g,295,1239
herbsspices,thyme,100g,276,1159
herbsspices,turmeric,100g,354,1487
herbsspices,vanillabean,100g,250,1050
herbsspices,vanillaextract,100ml,288,1210
herbsspices,vinegar,100ml,18,76
herbsspices,whitepepper,100g,296,1243
herbsspices,yam,100g,118,496
pastriesbreadsrolls,applepie,100g,237,995
pastriesbreadsrolls,appleturnover,100g,348,1462
pastriesbreadsrolls,bagel,100g,257,1079
pastriesbreadsrolls,baguette,100g,274,1151
pastriesbreadsrolls,bananabread,100g,326,1369
pastriesbreadsrolls,banananutbread,100g,326,1369
pastriesbreadsrolls,beerbread,100g,227,953
pastriesbreadsrolls,biscuit,100g,269,1130
pastriesbreadsrolls,blackbread,100g,250,1050
pastriesbreadsrolls,branmuffins,100g,270,1134
pastriesbreadsrolls,breadpudding,100g,153,643
pastriesbreadsrolls,breadsticks,100g,400,1680
pastriesbreadsrolls,brioche,100g,346,1453
pastriesbreadsrolls,brownbread,100g,246,1033
pastriesbreadsrolls,brownies,100g,405,1701
pastriesbreadsrolls,bun,100g,316,1327
pastriesbreadsrolls,cannoli,100g,254,1067
pastriesbreadsrolls,caramelcake,100g,385,1617
pastriesbreadsrolls,challah,100g,283,1189
